SRA_number,read_number,#_contigs(>=0bp),#_contigs(>=1000bp),#_contigs(>=5000bp),#_contigs(>=10000bp),#_contigs(>=25000bp),#_contigs(>=50000bp),Total_length(>=0bp),Total_length(>=1000bp),Total_length(>=5000bp),Total_length(>=10000bp),Total_length(>=25000bp),Total_length(>=50000bp),#_contigs,Largestcontig,Totallength,GC(%),N50,N75,L50,L75
SRR3989795,2750000,625,199,117,93,64,32,5187167,5072214,4897271,4719718,4266230,3075782,271,215785,5123394,50.54,67161,35341,24,50
SRR3989795,3000000,637,197,114,93,64,32,5188004,5073000,4898626,4741687,4278019,3114494,266,215898,5121897,50.54,71670,35178,24,50
SRR3989795,3250000,639,193,112,92,66,32,5189626,5078792,4904417,4754598,4344641,3115984,257,215898,5124084,50.54,70031,35186,23,50
SRR3989795,3500000,620,184,107,88,62,31,5188911,5079661,4915208,4774420,4364026,3237637,248,215898,5124951,50.54,72420,35980,21,46
SRR3989795,3750000,625,185,107,88,61,32,5189972,5080627,4915135,4775699,4360107,3313727,249,215898,5125982,50.54,72420,38112,21,45
SRR3989795,4000000,602,179,103,84,58,31,5189359,5082548,4920393,4783187,4388743,3425726,241,216028,5126403,50.53,86829,39168,18,41
SRR3989795,4250000,621,176,101,82,57,31,5191396,5082734,4923046,4783010,4399636,3465572,240,215952,5128209,50.53,89432,40952,18,40
SRR3989795,4500000,609,176,102,82,57,29,5190275,5080286,4923243,4773831,4390306,3367921,244,215952,5128766,50.53,89432,39168,18,41
SRR3989795,4750000,623,179,104,84,59,30,5191591,5082335,4921092,4774245,4379591,3327067,243,215952,5127865,50.53,78428,39034,19,43
SRR3989795,5000000,629,178,103,83,58,30,5192051,5081569,4920784,4775800,4380162,3355985,244,215952,5128316,50.53,81517,39188,19,42
SRR3989795,5250000,635,178,103,82,58,30,5192855,5084019,4924663,4773659,4391315,3367606,240,215952,5127787,50.53,81517,39187,19,42
SRR3989795,5500000,627,177,102,81,58,30,5191764,5080963,4921603,4770843,4401115,3366171,243,215793,5127976,50.53,81517,39304,19,42
SRR3989795,5750000,602,178,103,83,59,29,5190613,5084007,4924648,4783368,4403325,3295028,241,215793,5128574,50.53,81517,39304,19,42
SRR3989795,6000000,635,177,102,81,58,30,5192256,5082403,4923043,4771814,4401995,3366203,241,215793,5127713,50.53,81517,39304,19,42
SRR3989795,6250000,619,175,100,81,57,30,5191298,5082519,4923039,4787757,4401918,3407699,238,215793,5127204,50.53,89432,39304,18,41
SRR3989795,6500000,634,173,99,80,58,28,5192321,5081814,4923779,4783778,4432180,3340947,236,215793,5126443,50.53,90075,39304,18,40
SRR3989795,6750000,612,176,102,82,57,28,5191104,5082685,4925273,4780315,4386050,3329185,239,215793,5127370,50.53,89432,39034,18,41
SRR3989795,7000000,627,176,102,81,57,29,5192192,5082238,4924203,4773855,4406222,3396389,239,215793,5126923,50.53,89432,39168,18,40
SRR3989795,7250000,607,176,103,81,58,30,5191309,5083063,4927184,4767126,4407097,3396408,240,215952,5128216,50.53,86829,39262,18,41
SRR3989795,7500000,637,174,102,81,58,30,5193495,5082959,4928321,4774320,4409099,3398053,238,215952,5128112,50.53,86829,39262,18,41
SRR3989795,7750000,616,176,101,81,58,31,5192170,5084121,4925058,4780493,4417269,3455371,238,215952,5127651,50.53,86829,39262,18,41
SRR3989795,8000000,608,174,100,81,58,31,5192072,5083935,4927026,4791412,4426126,3455332,237,215952,5128090,50.53,86829,39304,18,41
SRR3989795,8250000,620,175,100,82,59,30,5193320,5084387,4924881,4794672,4432822,3364789,238,215952,5128551,50.53,81819,40507,19,41
SRR3989795,8500000,613,173,98,81,58,31,5192932,5084190,4925128,4804776,4442921,3472050,236,215952,5128346,50.53,89432,40507,18,40
SRR3989795,8750000,608,173,98,80,58,31,5192881,5084022,4924911,4794358,4442794,3471916,236,215915,5128178,50.53,89432,40507,18,40
SRR3989795,9000000,611,175,99,81,59,31,5193159,5084158,4923371,4792797,4441228,3421978,238,215915,5128322,50.53,81819,40507,19,41
SRR3989795,9250000,615,176,100,81,59,31,5193278,5084215,4923466,4786937,4441212,3421978,239,215915,5128379,50.53,81819,40507,19,41
SRR3989795,9500000,618,175,99,81,59,31,5193474,5083501,4922458,4791905,4440330,3421978,238,215915,5127957,50.53,81819,40507,19,41
SRR3989795,9750000,617,175,99,81,59,31,5193463,5083505,4922462,4791905,4440330,3421978,238,215915,5127961,50.53,81819,40507,19,41
SRR3989795,10000000,614,178,102,83,61,31,5193275,5083927,4922938,4787110,4435535,3340442,241,215915,5128383,50.53,78428,39304,19,43
SRR3989795,10250000,614,178,102,84,61,31,5193474,5083219,4921745,4795958,4435422,3340329,241,215915,5127675,50.53,78428,39304,19,43
SRR3989795,10500000,610,178,102,84,61,31,5193315,5083229,4921755,4795968,4435422,3340329,241,215915,5127685,50.53,78428,39304,19,43
SRR3989795,10750000,622,178,102,84,61,31,5194798,5083222,4921764,4795979,4435416,3340329,241,215915,5127678,50.53,78428,39304,19,43
SRR3989795,11000000,631,179,102,84,61,31,5195751,5083643,4920901,4795320,4434564,3339183,242,215915,5128099,50.53,78428,39304,19,43
SRR3989795,11250000,630,178,102,84,61,31,5195959,5083617,4922160,4796579,4435823,3340442,241,215915,5128073,50.53,78428,39304,19,43
SRR3989795,11500000,636,178,102,84,61,31,5196874,5083536,4922078,4796497,4435823,3340442,241,215915,5127992,50.53,78428,39304,19,43
SRR3989795,11750000,635,177,102,83,61,31,5196929,5083437,4924132,4788559,4436074,3340329,240,215915,5127893,50.53,78428,39304,19,43
SRR3989795,12000000,625,176,102,83,61,31,5196057,5083590,4924340,4788765,4436185,3341039,238,215915,5127281,50.53,78428,39304,19,43
SRR3989795,12250000,614,175,101,83,60,31,5195428,5083693,4924443,4798707,4436079,3376123,237,215915,5127384,50.53,78428,40507,19,42
SRR3989795,12500000,620,174,100,81,59,31,5196166,5083486,4924236,4788604,4436024,3417619,236,215915,5127177,50.53,81517,40507,19,41
SRR3989795,12750000,622,174,100,81,59,31,5196482,5083486,4924236,4788604,4436024,3417619,236,215915,5127177,50.53,81517,40507,19,41
SRR3989795,13000000,621,173,100,81,59,31,5196664,5083524,4925521,4789889,4437331,3418904,235,215915,5127215,50.53,81517,40507,19,41
SRR3989795,13250000,624,175,100,82,59,31,5197562,5083250,4923945,4798362,4435524,3416909,238,215915,5127706,50.53,81517,40507,19,41
SRR3989795,13460641,622,175,101,83,60,31,5197766,5084096,4924846,4799263,4436425,3382535,237,215915,5127788,50.53,81517,39304,19,42
SRR3989796,250000,2822,1449,190,20,0,0,4893306,4230460,1345190,234441,0,0,1988,21064,4627029,51.56,3380,1838,429,897
SRR3989796,500000,735,492,286,175,43,5,5209113,5095991,4558872,3736385,1512421,296465,587,80297,5164323,50.95,18490,9226,93,190
SRR3989796,750000,763,351,222,155,63,19,5311952,5185244,4889381,4399660,2902147,1390234,436,146898,5242875,50.75,28464,14344,53,117
SRR3989796,1000000,736,288,193,149,68,22,5339538,5221732,4996181,4688271,3391585,1762968,360,172756,5271321,50.66,35041,18081,44,95
SRR3989796,1250000,607,258,171,135,70,24,5348733,5249885,5054181,4793225,3740669,2102411,318,218617,5289102,50.61,40934,22404,37,80
SRR3989796,1500000,584,237,155,125,67,25,5359221,5265989,5072955,4850941,3909710,2392511,290,234364,5301717,50.59,43573,23818,31,70
SRR3989796,1750000,566,213,139,112,72,31,5365138,5274344,5102168,4910197,4247151,2733174,264,234484,5309059,50.56,50496,31919,30,63
SRR3989796,2000000,530,209,137,112,70,31,5367643,5285832,5109344,4934134,4252392,2788950,254,234676,5316668,50.55,53479,33023,29,61
SRR3989796,2250000,541,205,134,113,72,31,5370733,5287206,5114711,4969167,4317176,2792082,250,234676,5318450,50.55,50867,31919,29,61
SRR3989796,2500000,520,191,127,105,73,36,5371230,5288371,5133689,4981730,4470989,3110887,240,234676,5321850,50.55,56812,34979,28,58
SRR3989796,2750000,532,185,120,100,68,38,5374217,5287842,5130572,4991648,4468764,3372914,237,234676,5323471,50.54,60279,35742,26,53
SRR3989796,3000000,522,181,118,97,71,37,5374326,5290965,5142510,4998798,4570002,3329549,229,238317,5324000,50.54,60279,36529,25,53
SRR3989796,3250000,504,175,118,95,71,37,5374381,5293310,5158411,5003306,4613557,3364669,222,238317,5325551,50.54,61144,39454,25,52
SRR3989796,3500000,516,170,113,91,70,38,5375986,5292402,5156051,5008286,4664228,3495783,217,238317,5324881,50.54,62157,40720,24,50
SRR3989796,3750000,504,171,115,93,69,39,5374745,5292083,5160713,5015472,4609001,3501331,218,238317,5324743,50.54,62157,40720,25,51
SRR3989796,4000000,523,175,114,95,70,37,5376904,5292541,5150952,5026058,4608408,3375508,222,285797,5324892,50.54,61144,39551,25,52
SRR3989796,4250000,521,172,116,95,70,37,5377106,5293937,5165086,5028043,4608991,3391163,217,285797,5325269,50.54,60370,39551,25,51
SRR3989796,4500000,521,171,115,94,69,37,5377319,5293281,5165165,5028116,4609066,3436903,217,285927,5325400,50.54,61144,39551,24,50
SRR3989796,4750000,532,170,116,95,70,36,5377419,5289979,5164273,5027304,4608252,3374781,219,285797,5324013,50.54,60370,39454,24,51
SRR3989796,5000000,513,172,115,94,69,35,5376046,5292901,5162900,5025850,4607721,3374250,218,285797,5324876,50.54,60370,39454,23,50
SRR3989796,5250000,525,170,115,94,70,35,5376539,5291065,5165363,5028314,4629637,3369333,217,285797,5323658,50.54,60370,39454,23,50
SRR3989796,5500000,524,172,114,94,70,35,5376279,5291070,5155790,5025222,4626545,3366215,219,285797,5324005,50.54,60279,39454,23,50
SRR3989796,5750000,529,176,118,95,72,36,5377335,5291083,5161154,5011095,4626350,3320159,227,285797,5326396,50.54,60279,39454,25,52
SRR3989796,6000000,535,176,117,95,72,36,5378036,5290653,5154903,5011325,4626577,3320391,227,285797,5325600,50.54,58346,39454,25,52
SRR3989796,6250000,536,174,118,95,72,36,5378939,5290619,5162264,5012204,4626320,3320407,225,285797,5325846,50.54,58346,39454,25,52
SRR3989796,6500000,538,174,116,94,71,35,5379787,5290563,5155720,5011624,4626759,3320624,225,285797,5326402,50.54,58346,39454,24,51
SRR3989796,6750000,532,175,117,95,72,36,5379991,5291858,5157015,5012919,4626577,3320442,226,285797,5327335,50.54,58346,39454,25,52
SRR3989796,7000000,550,174,116,95,72,36,5380631,5288153,5154067,5016339,4630217,3324082,228,285797,5325922,50.54,60279,39454,25,52
SRR3989796,7250000,553,174,116,95,72,36,5381163,5287900,5153814,5016086,4629995,3324108,228,285797,5325669,50.54,60279,39454,25,52
SRR3989796,7500000,551,176,117,96,73,36,5381365,5288792,5153308,5015580,4629813,3289508,227,285797,5324662,50.54,58346,38352,25,53
SRR3989796,7750000,553,174,116,95,72,35,5381982,5288658,5154572,5017361,4630251,3289724,226,285797,5324891,50.54,58346,38352,24,52
SRR3989796,8000000,548,175,117,96,73,36,5381509,5288563,5154477,5017266,4630156,3289508,229,285797,5325815,50.54,58346,38352,25,53
SRR3989796,8250000,545,173,116,95,72,35,5381644,5288836,5157355,5020144,4630148,3289724,227,285797,5326088,50.54,58346,38352,24,52
SRR3989796,8500000,549,175,116,95,72,35,5382280,5289600,5154468,5017257,4630147,3289723,228,285797,5326539,50.54,58346,38352,24,52
SRR3989796,8750000,551,174,116,95,72,35,5382558,5289789,5157262,5020051,4630055,3289723,227,285797,5326736,50.54,58346,38352,24,52
SRR3989796,9000000,550,175,116,95,72,35,5383086,5289681,5154468,5017257,4630147,3289723,229,285797,5327198,50.54,58346,38352,24,52
SRR3989796,9250000,549,176,116,95,72,35,5382945,5290098,5153544,5016333,4627680,3287234,230,285797,5327206,50.54,58346,38352,24,52
SRR3989796,9500000,548,177,116,95,72,35,5382833,5290045,5150452,5013241,4624588,3284116,231,285797,5327153,50.54,58295,38352,24,52
SRR3989796,9750000,535,174,114,95,71,35,5381930,5291837,5155283,5030325,4627741,3321803,225,285797,5327053,50.54,60279,39454,24,51
SRR3989796,10000000,533,174,114,95,71,35,5382121,5291837,5155283,5030325,4627741,3321803,226,285797,5327845,50.54,60279,39454,24,51
SRR3989796,10250000,530,173,114,95,71,35,5381327,5290703,5155496,5030357,4627740,3321803,224,285797,5326163,50.54,60279,39454,24,51
SRR3989796,10500000,530,172,114,95,71,35,5382185,5291876,5158930,5033034,4630419,3324158,224,285797,5327736,50.54,60279,39454,24,51
SRR3989796,10750000,533,172,114,95,71,35,5382262,5290723,5157780,5032822,4630207,3324301,226,285797,5327999,50.54,60279,39454,24,51
SRR3989796,11000000,531,173,114,95,71,35,5382707,5292734,5158718,5032822,4630207,3324301,228,285797,5330439,50.53,60279,39454,24,51
SRR3989796,11250000,534,173,114,95,71,35,5383091,5292889,5158718,5032822,4630207,3324301,228,285797,5330594,50.53,60279,39454,24,51
SRR3989796,11368005,533,173,114,95,71,35,5382983,5292889,5158718,5032822,4630207,3324270,228,285797,5330594,50.53,60279,39454,24,51
SRR3989797,250000,2930,1475,178,9,0,0,5017665,4294395,1222082,107467,0,0,2087,16320,4740953,51.21,3253,1863,466,941
SRR3989797,500000,710,495,277,171,52,9,5308738,5206508,4655681,3897901,1968546,578671,582,86804,5269414,50.67,19131,9691,83,177
SRR3989797,750000,544,278,173,126,76,27,5388275,5302047,5041275,4685397,3870246,2135154,337,195857,5343436,50.5,40963,22773,39,82
SRR3989797,1000000,528,203,124,99,63,34,5407818,5320825,5111938,4933739,4327618,3240684,253,197243,5356231,50.46,68006,35099,25,53
SRR3989797,1250000,459,177,109,86,58,29,5414058,5335853,5161077,4993122,4534589,3474823,214,399785,5361530,50.43,79897,36837,18,42
SRR3989797,1500000,425,154,93,72,54,29,5424944,5349649,5196444,5034838,4720539,3816522,190,320942,5373415,50.42,113040,45885,15,34
SRR3989797,1750000,460,148,90,71,54,30,5434631,5349607,5204974,5059628,4779141,3949588,189,320441,5376316,50.41,113041,47205,15,32
SRR3989797,2000000,464,138,84,70,50,28,5440060,5349122,5212504,5103023,4790271,4040659,183,439740,5378621,50.41,113816,53554,13,28
SRR3989797,2250000,473,136,82,69,48,28,5451937,5353484,5218999,5120015,4793416,4130767,191,464381,5390138,50.41,115658,55975,12,27
SRR3989797,2500000,463,136,80,67,49,28,5459212,5362640,5222568,5128232,4841671,4144398,189,466214,5397878,50.41,128337,55975,12,27
SRR3989797,2750000,480,135,76,63,47,27,5465027,5361380,5217993,5123550,4870676,4198210,197,466214,5402820,50.4,133746,72273,12,25
SRR3989797,3000000,473,135,78,63,47,27,5471438,5366170,5232992,5121628,4868754,4196288,202,464381,5411885,50.41,133746,72273,12,25
SRR3989797,3250000,460,142,76,62,47,27,5475978,5376993,5229355,5123860,4883454,4196230,204,464381,5419724,50.41,133746,72273,12,25
SRR3989797,3500000,464,145,75,61,46,26,5482097,5384135,5234108,5128496,4887198,4196256,209,464381,5428262,50.4,156093,72273,12,24
SRR3989797,3750000,438,151,77,63,47,27,5483509,5395725,5234853,5129241,4875340,4199156,208,464381,5433933,50.4,133746,72273,12,25
SRR3989797,4000000,445,150,78,64,48,27,5485811,5392288,5234852,5129252,4875370,4153056,215,464381,5436784,50.4,133746,55975,12,26
SRR3989797,4250000,434,155,78,64,48,27,5488824,5404198,5236771,5131064,4877163,4154849,211,466214,5442494,50.4,133706,55975,12,26
SRR3989797,4500000,422,157,78,64,48,27,5491116,5411507,5236807,5131100,4877134,4154820,208,466214,5446497,50.4,133746,55975,12,26
SRR3989797,4750000,416,160,80,65,49,28,5494136,5419344,5241881,5131157,4877191,4154864,206,466212,5451016,50.4,128337,55975,13,27
SRR3989797,5000000,413,158,79,64,48,28,5495970,5422173,5240321,5129597,4875348,4199174,203,464379,5453533,50.4,129614,55975,12,27
SRR3989797,5250000,408,159,79,64,48,28,5496432,5424614,5240813,5130089,4875809,4199635,202,464379,5454581,50.4,129614,55975,12,27
SRR3989797,5500000,408,155,79,63,47,27,5498110,5426031,5247339,5129254,4875353,4199155,198,464379,5455926,50.39,133746,55975,12,26
SRR3989797,5750000,400,154,79,64,47,27,5498445,5427112,5251392,5140727,4875466,4199155,198,464379,5457604,50.39,133746,55975,12,26
SRR3989797,6000000,398,152,80,64,47,27,5499361,5428659,5256996,5140603,4875342,4199144,197,464379,5459643,50.39,133746,55975,12,26
SRR3989797,6250000,396,154,81,64,47,27,5500096,5434068,5262935,5140447,4875342,4199144,193,464379,5460731,50.39,133746,55975,12,26
SRR3989797,6500000,397,154,80,64,47,27,5500990,5435203,5258556,5140648,4875387,4199189,192,464379,5461184,50.39,133746,55975,12,26
SRR3989797,6750000,395,153,79,63,46,26,5500892,5433254,5257594,5140604,4875258,4199060,194,464379,5461248,50.4,156093,55975,12,25
SRR3989797,7000000,390,152,78,62,45,26,5501123,5434420,5257522,5140520,4875205,4237576,193,464379,5462261,50.39,156093,73830,12,24
SRR3989797,7250000,382,149,78,62,45,26,5501750,5437874,5265855,5145909,4875194,4237565,185,464381,5462401,50.39,156093,73830,12,24
SRR3989797,7500000,375,150,79,63,46,26,5502154,5441012,5267160,5146465,4875364,4199053,184,464381,5463875,50.39,156093,55975,12,25
SRR3989797,7750000,370,149,79,62,45,26,5501914,5443484,5274854,5146422,4875309,4237567,181,464381,5464801,50.39,156093,73830,12,24
SRR3989797,8000000,368,148,82,63,46,26,5503113,5444258,5289043,5150944,4879824,4199081,181,464379,5466311,50.39,156093,55975,12,25
SRR3989797,8250000,385,147,82,63,46,26,5504616,5443041,5292274,5155639,4876830,4196200,180,464379,5465055,50.39,156093,55975,12,25
SRR3989797,8500000,380,146,81,63,47,26,5504615,5444977,5293551,5160922,4906618,4188645,177,464379,5465489,50.39,156093,72273,12,25
SRR3989797,8750000,380,148,82,64,48,26,5504858,5445343,5293346,5161090,4906788,4150241,180,464379,5466581,50.39,156093,55079,12,26
SRR3989797,9000000,377,145,81,63,47,26,5504993,5445601,5295015,5161647,4907346,4196312,176,464381,5466247,50.39,156093,55975,12,25
SRR3989797,9250000,379,145,80,63,47,26,5505009,5444403,5289821,5161751,4907357,4196310,178,464379,5466462,50.39,156093,55975,12,25
SRR3989797,9500000,374,144,80,63,47,26,5504951,5445689,5289141,5161437,4907138,4188727,177,464381,5467325,50.39,156093,72273,12,25
SRR3989797,9750000,373,143,80,62,46,26,5505283,5445504,5293095,5160104,4905516,4234905,177,464381,5467723,50.39,156093,73830,12,24
SRR3989797,10000000,374,147,82,64,48,26,5505597,5447878,5290763,5160220,4905632,4150322,178,464381,5468338,50.39,156093,55079,12,26
SRR3989797,10250000,373,148,81,65,49,27,5505446,5449873,5285125,5168659,4914069,4150376,176,464379,5468406,50.39,133855,55079,12,27
SRR3989797,10500000,375,148,81,65,49,27,5505499,5449770,5285014,5168548,4913958,4150265,176,464379,5468300,50.39,133855,55079,12,27
SRR3989797,10750000,371,145,81,64,48,26,5505413,5450854,5294986,5168380,4913792,4150099,172,464379,5468423,50.39,156093,55079,12,26
SRR3989797,11000000,371,145,81,64,48,26,5505205,5450646,5294778,5168382,4913792,4150099,172,464379,5468215,50.39,156093,55079,12,26
SRR3989797,11250000,371,148,81,64,47,26,5505554,5451421,5285646,5159754,4884386,4150101,175,464381,5468815,50.39,156093,55079,12,26
SRR3989797,11500000,372,148,81,64,47,27,5505645,5451497,5285636,5159744,4884378,4196223,174,464379,5468329,50.39,133746,55975,12,26
SRR3989797,11750000,351,144,83,64,47,27,5504975,5454344,5306163,5164420,4889052,4200897,170,466212,5471010,50.39,133706,55975,12,26
SRR3989797,12000000,364,142,81,63,47,27,5505600,5450967,5302534,5168288,4913698,4234704,170,464379,5469338,50.39,133746,73830,12,25
SRR3989797,12250000,366,142,82,64,48,27,5505830,5451970,5303523,5168340,4913753,4196190,169,464379,5469364,50.39,133746,55975,12,26
SRR3989797,12500000,367,143,82,63,46,27,5506272,5451345,5300966,5159666,4884301,4234715,171,464379,5469392,50.39,133746,73830,12,25
SRR3989797,12750000,366,140,82,62,45,26,5506396,5451339,5309662,5161444,4886079,4236493,168,466212,5469386,50.39,156093,73830,12,24
SRR3989797,13000000,364,139,82,62,45,26,5506001,5451331,5311916,5163687,4886068,4236482,167,466212,5469378,50.39,156093,73830,12,24
SRR3989797,13250000,359,136,79,60,45,25,5505507,5451533,5311742,5170366,4930384,4236632,164,466212,5469580,50.39,166834,73830,11,23
SRR3989797,13500000,359,136,79,60,45,25,5505839,5451573,5311782,5170417,4930435,4236683,164,466212,5469620,50.39,166834,73830,11,23
SRR3989797,13750000,359,136,79,60,45,25,5505839,5451573,5311782,5170417,4930435,4236683,164,466212,5469620,50.39,166834,73830,11,23
SRR3989797,14000000,361,136,79,61,46,25,5506076,5451641,5311803,5178273,4938285,4198129,164,466212,5469688,50.39,166834,55975,11,24
SRR3989797,14250000,360,135,79,61,46,25,5506083,5451648,5314271,5178273,4938285,4198129,163,466212,5469695,50.39,166834,55975,11,24
